ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
96220238,"11,744,472",martial,connected with armed forces or military life,He has a martial background.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 2:34 AM",false,,,,,1,,,,1,def,adj.,,,
96644484,"11,744,472",exertion,physical or mental effort used to achieve something,His exertion during the race was obvious.,,en,en,"June 4, 2026, 9:36 PM","November 2, 2025, 2:53 AM",false,,,,,1,,,,1,def,n.,,,
89821777,"11,744,472",gaslighting,manipulation to make someone doubt their reality,Her constant gaslighting made him question his own memories.,,en,en,"June 4, 2026, 9:36 PM","July 13, 2025, 9:31 PM",false,,,,,1,,,,1,def,n.,,,
96875767,"11,744,472",stead,place or spot in general,He chose a stead by the river.,,en,en,"June 4, 2026, 9:36 PM","November 5, 2025, 4:56 PM",false,,,,,1,,,,1,def,n.,,,
96279445,"11,744,472",sinfully,to an excessive and regrettable extent,She was sinfully proud of her achievements.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 11:54 PM",false,,,,,1,,,,1,def,adv.,,,
96404513,"11,744,472",shack,"simple, roughly built hut or cabin",They lived in a small shack by the river.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 9:14 PM",false,,,,,1,,,,1,def,n.,,,
96831906,"11,744,472",upheaval,strong emotional or mental disturbance,She felt a deep upheaval after hearing the tragic news.,,en,en,"June 4, 2026, 9:36 PM","November 4, 2025, 9:57 PM",false,,,,,1,,,,1,def,n.,,,
95781625,"11,744,472",play hardball,adopt a forceful or ruthless attitude in a situation,He started to play hardball with the competitors to dominate the market.,,en,en,"June 4, 2026, 9:36 PM","October 19, 2025, 3:15 AM",false,,,,,1,,,,2,def,v.,,,
97142363,"11,744,472",confide,reveal personal matters privately,He confided in her about his family issues.,,en,en,"June 4, 2026, 9:36 PM","November 10, 2025, 1:36 AM",false,,,,,1,,,,1,def,v.,,,
96106453,"11,744,472",cull,pick or take from a larger group,Farmers cull the best apples for the market.,,en,en,"June 4, 2026, 9:36 PM","October 24, 2025, 3:44 AM",false,,,,,1,,,,1,def,v.,,,
96379295,"11,744,472",tumble,fall suddenly and clumsily,He tumbled down the stairs and bruised his knee.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 2:06 PM",false,,,,,1,,,,1,def,v.,,,
96466313,"11,744,472",breadth,width of something measured from side to side,The breadth of the table is three feet.,,en,en,"June 4, 2026, 9:36 PM","October 29, 2025, 8:16 PM",false,,,,,1,,,,1,def,n.,,,
96040694,"11,744,472",prudent,showing care and thought for the future,It was prudent to save money for unforeseen expenses.,,en,en,"June 4, 2026, 9:36 PM","October 23, 2025, 12:47 AM",false,,,,,1,,,,1,def,adj.,,,
96466396,"11,744,472",tread,step or walk on something,Be careful not to tread on the flowers.,,en,en,"June 4, 2026, 9:36 PM","October 29, 2025, 8:17 PM",false,,,,,1,,,,1,def,v.,,,
96040770,"11,744,472",derange,disturb the order or arrangement of something,The wind deranged the neatly stacked papers.,,en,en,"June 4, 2026, 9:36 PM","October 23, 2025, 12:50 AM",false,,,,,1,,,,1,def,v.,,,
96158810,"11,744,472",awe,overwhelming wonder admiration respect or dread,He stood in awe of the vast ocean.,,en,en,"June 4, 2026, 9:36 PM","October 25, 2025, 12:32 AM",false,,,,,1,,,,1,def,n.,,,
96504826,"11,744,472",halt,cause to stop,She halted the discussion abruptly.,,en,en,"June 4, 2026, 9:36 PM","October 30, 2025, 1:54 PM",false,,,,,1,,,,1,def,v.,,,
96220253,"11,744,472",vanquish,defeat someone completely in a battle or competition,The army managed to vanquish their enemies.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 2:35 AM",false,,,,,1,,,,1,def,v.,,,
96891697,"11,744,472",reluctantly,in a way that shows you do not want to do it,She reluctantly agreed to help him.,,en,en,"June 4, 2026, 9:36 PM","November 5, 2025, 9:30 PM",false,,,,,1,,,,1,def,adv.,,,
96279573,"11,744,472",slate,schedule an event or activity,The meeting is slated for next Monday.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 11:57 PM",false,,,,,1,,,,1,def,v.,,,
96404703,"11,744,472",haphazard,"done without planning, order, or clear intention",The books were stacked in a haphazard way.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 9:14 PM",false,,,,,1,,,,1,def,adj.,,,
96836048,"11,744,472",condemn,express complete disapproval of,They condemn the use of violence in protests.,,en,en,"June 4, 2026, 9:36 PM","November 4, 2025, 10:58 PM",false,,,,,1,,,,1,def,v.,,,
95824086,"11,744,472",issues to iron out,problems needing resolution,The project has several issues to iron out before launch.,,en,en,"June 4, 2026, 9:36 PM","October 19, 2025, 7:54 PM",false,,,,,1,,,,4,def,n.,,,
97142488,"11,744,472",vile,extremely unpleasant or bad,The smell in the room was vile.,,en,en,"June 4, 2026, 9:36 PM","November 10, 2025, 1:44 AM",false,,,,,1,,,,1,def,adj.,,,
96106496,"11,744,472",herd,large group of people,A herd of tourists gathered at the monument.,,en,en,"June 4, 2026, 9:36 PM","October 24, 2025, 3:47 AM",false,,,,,1,,,,1,def,n.,,,
96379309,"11,744,472",tumble,fall or decrease rapidly in value or amount,The stock prices tumbled overnight.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 2:06 PM",false,,,,,1,,,,1,def,v.,,,
96405165,"11,744,472",shrug,raise shoulders to show indifference or ignorance,He shrugged when asked about his plans.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 9:21 PM",false,,,,,1,,,,1,def,v.,,,
96839236,"11,744,472",deliberate,done on purpose with careful thought,Her deliberate choice surprised everyone.,,en,en,"June 4, 2026, 9:36 PM","November 5, 2025, 12:23 AM",false,,,,,1,,,,1,def,adj.,,,
95825678,"11,744,472",speak of the devil,used when someone appears unexpectedly after being mentioned,"We were just talking about you, speak of the devil!",,en,en,"June 4, 2026, 9:36 PM","October 19, 2025, 8:22 PM",false,,,,,1,,,,4,def,exp.,,,
96106497,"11,744,472",herd,group of domestic animals under human care,The farmer tended to his herd of cattle.,,en,en,"June 4, 2026, 9:36 PM","October 24, 2025, 3:47 AM",false,,,,,1,,,,1,def,n.,,,
96382307,"11,744,472",substantial,"of considerable importance, size, or worth",The grant had a substantial impact on our research.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 3:08 PM",false,,,,,1,,,,1,def,adj.,,,
96466956,"11,744,472",seething,filled with intense but unexpressed anger,She was seething with anger after the meeting.,,en,en,"June 4, 2026, 9:36 PM","October 29, 2025, 8:26 PM",false,,,,,1,,,,1,def,adj.,,,
96040772,"11,744,472",derange,make someone insane or mentally disturbed,The trauma seemed to derange his sense of reality.,,en,en,"June 4, 2026, 9:36 PM","October 23, 2025, 12:50 AM",false,,,,,1,,,,1,def,v.,,,
96159013,"11,744,472",raring,very eager and excited to begin something,She was raring to go on her trip.,,en,en,"June 4, 2026, 9:36 PM","October 25, 2025, 12:40 AM",false,,,,,1,,,,1,def,adj.,,,
96504830,"11,744,472",halt,stop moving or operating,The train halted at the station.,,en,en,"June 4, 2026, 9:36 PM","October 30, 2025, 1:55 PM",false,,,,,1,,,,1,def,v.,,,
96220601,"11,744,472",trite,not interesting because used too often,That story is trite and unoriginal.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 2:59 AM",false,,,,,1,,,,1,def,adj.,,,
96706096,"11,744,472",vigor,physical strength and good health,He tackled the project with renewed vigor after his vacation.,,en,en,"June 4, 2026, 9:36 PM","November 3, 2025, 12:43 AM",false,,,,,1,,,,1,def,n.,,,
91271007,"11,744,472",indulgence,leniency or forgiveness in judgment or punishment,The judge showed indulgence due to the defendant's remorse.,,en,en,"June 4, 2026, 9:36 PM","August 8, 2025, 2:34 PM",false,,,,,1,,,,1,def,n.,,,
96899159,"11,744,472",discreet,careful to avoid causing embarrassment or offense,She was discreet about her friend's secret.,,en,en,"June 4, 2026, 9:36 PM","November 6, 2025, 12:09 AM",false,,,,,1,,,,1,def,adj.,,,
96281047,"11,744,472",covert,kept secret or not openly shown to others,They planned a covert meeting late at night.,,en,en,"June 4, 2026, 9:36 PM","October 27, 2025, 12:38 AM",false,,,,,1,,,,1,def,adj.,,,
96900607,"11,744,472",avail,use an opportunity or resource,She availed herself of the free gym membership.,,en,en,"June 4, 2026, 9:36 PM","November 6, 2025, 1:00 AM",false,,,,,1,,,,1,def,v.,,,
96285319,"11,744,472",jeopardise,put at risk of being harmed or lost,He would not jeopardise his career for a short-term gain.,,en,en,"June 4, 2026, 9:36 PM","October 27, 2025, 4:36 AM",false,,,,,1,,,,1,def,v.,,,
96405202,"11,744,472",splinter,"small sharp piece of wood, glass, or metal",She got a splinter in her finger.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 9:22 PM",false,,,,,1,,,,1,def,n.,,,
97143009,"11,744,472",constellation,grouping of related things or people,A constellation of artists attended the gala.,,en,en,"June 4, 2026, 9:36 PM","November 10, 2025, 2:14 AM",false,,,,,1,,,,1,def,n.,,,
96106502,"11,744,472",cull the herd,remove weaker or unwanted members from a group,Farmers sometimes cull the herd to prevent disease.,,en,en,"June 4, 2026, 9:36 PM","October 24, 2025, 3:47 AM",false,,,,,1,,,,3,def,v.,,,
96390155,"11,744,472",agile,quick and light in physical movement,The dancer was agile on her feet.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 5:22 PM",false,,,,,1,,,,1,def,adj.,,,
96466990,"11,744,472",debris,remains of something broken or destroyed,"After the storm, the streets were covered with debris.",,en,en,"June 4, 2026, 9:36 PM","October 29, 2025, 8:27 PM",false,,,,,1,,,,1,def,n.,,,
96040921,"11,744,472",endorse,express support or approval publicly,The celebrity endorsed the new smartphone.,,en,en,"June 4, 2026, 9:36 PM","October 23, 2025, 12:55 AM",false,,,,,1,,,,1,def,v.,,,
96160975,"11,744,472",concession,act of yielding to demands or arguments,The negotiation ended with a concession from both sides.,,en,en,"June 4, 2026, 9:36 PM","October 25, 2025, 1:59 AM",false,,,,,1,,,,1,def,n.,,,
96504854,"11,744,472",elude,escape from someone using skill or cunning,The thief managed to elude the police.,,en,en,"June 4, 2026, 9:36 PM","October 30, 2025, 1:55 PM",false,,,,,1,,,,1,def,v.,,,
96220778,"11,744,472",intoxicated,affected by alcohol or drugs,He was clearly intoxicated at the party last night.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 2:15 AM",false,,,,,1,,,,1,def,adj.,,,
96706533,"11,744,472",legitimate,conforming to the law or to rules,Their business operations are entirely legitimate.,,en,en,"June 4, 2026, 9:36 PM","November 3, 2025, 1:00 AM",false,,,,,1,,,,1,def,adj.,,,
96220824,"11,744,472",horrendous,extremely bad or unpleasant,The weather today is horrendous.,,en,en,"June 4, 2026, 9:36 PM","October 26, 2025, 2:16 AM",false,,,,,1,,,,1,def,adj.,,,
96707294,"11,744,472",cussing,using bad language frequently or habitually,He is known for his cussing behavior.,,en,en,"June 4, 2026, 9:36 PM","November 3, 2025, 1:36 AM",false,,,,,1,,,,1,def,adj.,,,
96900629,"11,744,472",avail,use or benefit derived from something,The avail of modern technology is undeniable in today's society.,,en,en,"June 4, 2026, 9:36 PM","November 6, 2025, 1:00 AM",false,,,,,1,,,,1,def,n.,,,
96344095,"11,744,472",fidelity,loyalty to a spouse or partner,Their marriage was built on mutual fidelity.,,en,en,"June 4, 2026, 9:36 PM","October 27, 2025, 10:05 PM",false,,,,,1,,,,1,def,n.,,,
96405203,"11,744,472",splinter,break into long sharp fragments,The glass splintered into pieces.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 9:22 PM",false,,,,,1,,,,1,def,v.,,,
96840786,"11,744,472",bald,having no hair on the head,He is bald and proud of it.,,en,en,"June 4, 2026, 9:36 PM","November 5, 2025, 1:28 AM",false,,,,,1,,,,1,def,adj.,,,
95974946,"11,744,472",amply,in a way that is more than enough or generous,The room was amply decorated for the party.,,en,en,"June 4, 2026, 9:36 PM","October 22, 2025, 12:47 AM",false,,,,,4,,,,1,def,adv.,,,
97143601,"11,744,472",media outlet,organization that distributes news to the public,The media outlet reported the event live.,,en,en,"June 4, 2026, 9:36 PM","November 10, 2025, 2:52 AM",false,,,,,1,,,,2,def,n.,,,
96106728,"11,744,472",treason,crime of betraying one's country or government,He was arrested for treason against the state.,,en,en,"June 4, 2026, 9:36 PM","October 24, 2025, 4:03 AM",false,,,,,1,,,,1,def,n.,,,
96390163,"11,744,472",agile,related to iterative software development practices,The team adopted an agile approach to the project.,,en,en,"June 4, 2026, 9:36 PM","October 28, 2025, 5:23 PM",false,,,,,1,,,,1,def,adj.,,,
96468160,"11,744,472",scarce,not enough to meet demand,Jobs are scarce in this region.,,en,en,"June 4, 2026, 9:36 PM","October 29, 2025, 8:45 PM",false,,,,,1,,,,1,def,adj.,,,
96074795,"11,744,472",duct tape,versatile tape for joining or covering,She used duct tape to join the cardboard pieces.,,en,en,"June 4, 2026, 9:36 PM","October 23, 2025, 4:05 PM",false,,,,,1,,,,2,def,n.,,,
96160981,"11,744,472",yielding,the act of giving way or conceding,The negotiation ended in a yielding to demands.,,en,en,"June 4, 2026, 9:36 PM","October 25, 2025, 1:59 AM",false,,,,,1,,,,1,def,n.,,,
96529715,"11,744,472",scatter,spread things loosely over an area,She scattered seeds in the garden.,,en,en,"June 4, 2026, 9:36 PM","October 30, 2025, 9:11 PM",false,,,,,1,,,,1,def,v.,,,
99318679,"11,744,472",intermediation,process of involving a third party in financial transactions,Financial intermediation is crucial for the functioning of banks.,,en,en,"June 4, 2026, 9:36 PM","December 17, 2025, 4:11 PM",false,,,,,1,,,,1,def,n.,,,
107013719,"11,744,472",radically,in an extreme or revolutionary manner,The policy was radically different from previous ones.,,en,en,"June 4, 2026, 9:36 PM","April 2, 2026, 9:53 PM",false,,,,,1,,,,1,def,adv.,,,
109706756,"11,744,472",rivalry,ongoing competition between two rivals for superiority,The rivalry between the two teams is intense.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 2:24 PM",false,,,,,1,,,,1,def,n.,,,
103974698,"11,744,472",provisions,specific clauses or conditions in legal documents,The contract includes several important provisions.,,en,en,"June 4, 2026, 9:36 PM","February 26, 2026, 5:09 PM",false,,,,,1,,,,1,def,npl.,,,
104818573,"11,744,472",assimilation,process by which a person acquires characteristics of a group,Immigrants often undergo assimilation to adapt to new cultures.,,en,en,"June 4, 2026, 9:36 PM","March 8, 2026, 9:15 PM",false,,,,,1,,,,1,def,n.,,,
106593182,"11,744,472",irrevocable,"impossible to change, reverse, or take back","Once you sign, the agreement is irrevocable.",,en,en,"June 4, 2026, 9:36 PM","March 29, 2026, 11:53 PM",false,,,,,1,,,,1,def,adj.,,,
99636537,"11,744,472",cater,meet the needs or desires of someone,The new program caters to the needs of elderly citizens.,,en,en,"June 4, 2026, 9:36 PM","December 23, 2025, 7:15 PM",false,,,,,4,,,,1,def,v.,,,
107683811,"11,744,472",whopping,"very large in size or amount, often for emphasis",He won a whopping prize.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 5:57 PM",false,,,,,1,,,,1,def,adj.,,,
101550490,"11,744,472",marrow,essence or most important part,Getting to the marrow of the issue took hours.,,en,en,"June 4, 2026, 9:36 PM","January 25, 2026, 1:40 AM",false,,,,,1,,,,1,def,n.,,,
104497613,"11,744,472",rationale,set of reasons for a course of action,The rationale for the policy was well-documented.,,en,en,"June 4, 2026, 9:36 PM","March 4, 2026, 8:57 PM",false,,,,,1,,,,1,def,n.,,,
105269895,"11,744,472",glean,extract information from various sources,She gleaned important facts from the report.,,en,en,"June 4, 2026, 9:36 PM","March 14, 2026, 1:47 AM",false,,,,,1,,,,1,def,v.,,,
101091452,"11,744,472",Obstetrics,specialty focusing on pregnancy and childbirth,He chose obstetrics as his medical specialty.,,en,en,"June 4, 2026, 9:36 PM","January 18, 2026, 2:43 AM",false,,,,,1,,,,1,def,n.,,,
108023671,"11,744,472",merit,the inherent worth or excellence of something,The merit of the plan was evident to everyone.,,en,en,"June 4, 2026, 9:36 PM","April 12, 2026, 1:45 PM",false,,,,,1,,,,1,def,n.,,,
102821392,"11,744,472",continence,self-control especially over sexual urges,He practiced continence to adhere to his religious beliefs.,,en,en,"June 4, 2026, 9:36 PM","February 11, 2026, 6:17 PM",false,,,,,1,,,,1,def,n.,,,
105809464,"11,744,472",permeability,ability of a material to allow fluids through,The permeability of the soil affects water drainage.,,en,en,"June 4, 2026, 9:36 PM","March 20, 2026, 5:02 PM",false,,,,,1,,,,1,def,n.,,,
109404325,"11,744,472",incorporate,include something as a part of a whole,The recipe incorporates fresh herbs for flavor.,,en,en,"June 4, 2026, 9:36 PM","April 22, 2026, 10:47 PM",false,,,,,1,,,,1,def,v.,,,
103707285,"11,744,472",sturdy,strongly built and not easily damaged,The sturdy table withstood the heavy weight.,,en,en,"June 4, 2026, 9:36 PM","February 23, 2026, 5:36 PM",false,,,,,1,,,,1,def,adj.,,,
109408348,"11,744,472",unilateral,involving only one group or country,The unilateral decision caused international tensions.,,en,en,"June 4, 2026, 9:36 PM","April 22, 2026, 11:52 PM",false,,,,,1,,,,1,def,adj.,,,
103809659,"11,744,472",afflict,"cause pain, suffering, or distress to someone",The disease can afflict anyone at any age.,,en,en,"June 4, 2026, 9:36 PM","February 24, 2026, 7:29 PM",false,,,,,1,,,,1,def,v.,,,
99386277,"11,744,472",confinement,"period of seclusion or enforced isolation, especially during childbirth","Her confinement was a difficult time, but she had great support.",,en,en,"June 4, 2026, 9:36 PM","December 18, 2025, 7:43 PM",false,,,,,1,,,,1,def,n.,,,
